EmployeeID,LoginHour,FileDownloadMB,FailedLoginAttempts,Anomaly,RiskLevel
EMP003,9.052182100421668,19.557298079213993,0,1,Normal
EMP012,10.035318040938247,30.521673648019785,1,1,Normal
EMP026,7.548512373693069,13.281791997132302,1,1,Normal
EMP016,9.373533528954157,51.022504047776785,1,1,Normal
EMP037,7.489234135293355,26.900803068240748,1,1,Normal
EMP022,7.776964394016104,57.01357735372243,0,1,Normal
EMP029,6.186677806303555,3.3231306138911805,0,1,Normal
EMP014,7.153533507778191,59.92640696643371,0,1,Normal
EMP028,6.296630788767333,75.00586884826774,0,1,Normal
EMP005,7.048253494045334,0.0,0,1,Normal
EMP047,11.10728359321568,61.22169709542716,0,1,Normal
EMP049,7.101202222336114,86.83006977419876,0,1,Normal
EMP030,14.26476412967478,13.710769439263835,0,-1,High
EMP046,9.986635801761778,100.1771716051311,0,1,Normal
EMP005,9.369672247389747,62.57057028098136,0,1,Normal
EMP012,7.283284439637573,28.849644327247734,0,1,Normal
EMP016,10.400619758817983,48.32692767026882,1,1,Normal
EMP026,7.848724347524453,66.74980737565167,1,1,Normal
EMP026,9.244019629290722,52.28016174237234,0,1,Normal
